user_id,item_id,qty,price
1,118,1,605.8
1,285,1,1072.76
1,1229,1,544.01
1,1688,1,971.7
1,2068,1,588.92
1,5299,1,808.57
1,6941,1,909.66
1,7223,1,625.65
1,8904,1,885.87
1,9358,1,502.97
1,9667,1,428.26
1,9784,1,789.39
1,11099,1,488.37
1,11763,1,567.15
1,12224,1,1182.83
1,12669,1,772.91
1,13631,1,569.2
1,14814,1,588.3
1,14816,1,688.44
1,17208,1,450.32
1,17872,1,701.75
1,18139,1,635.7
1,19190,1,565.54
1,20240,1,510.28
1,23028,1,478.79
1,23481,1,1937.18
1,23893,1,630.72
1,25611,1,681.5
1,27283,1,746.96
1,27359,1,413.53
2,46,1,463.71
2,325,1,1081.25
2,536,1,946.43
2,821,1,1236.74
2,1197,2,968.46
2,1290,1,588.37
2,1669,1,684
2,1889,1,708
2,2053,1,579.38
2,2068,1,588.92
2,2233,1,753.47
2,3182,1,737.76
2,3183,1,870.1
2,4398,1,579.61
2,4516,1,633.81
2,4777,1,1134.87
2,4802,1,772.14
2,4843,1,653.61
2,4860,1,487.66
2,4943,1,943.57
2,5006,2,783.36
2,5066,1,1076.6
2,5511,4,411.76
2,5602,1,505.72
2,6993,1,770.33
2,7457,1,571.5
2,8655,2,937.64
2,8930,1,604.63
2,9289,1,471.07
2,9458,3,954.22
2,9707,1,575.25
2,9732,1,679.83
2,9755,1,488.33
2,9832,1,598.65
2,10344,1,804.21
2,11585,1,415.82
2,11896,1,761.63
2,11897,1,725.1
2,12405,1,868.58
2,12818,2,755.63
2,13631,1,569.2
2,14024,1,487.26
2,14075,1,649.47
2,14338,1,507.04
2,14649,1,792.83
2,15187,1,601.27
2,15231,2,608.72
2,16673,1,679.27
2,17423,1,904.58
2,17486,1,635.29
2,17728,1,987.02
2,17955,1,656.96
2,18505,1,1067.8
2,18522,2,954.78
2,19168,1,1179.11
2,19484,1,534.9
2,19568,1,332.27
2,19589,1,749.84
2,19613,1,771.1
2,19651,1,834.15
2,19675,5,736.85
2,19724,1,1079.3
2,19725,1,830.7
2,20290,1,586.96
2,20366,1,551.91
2,20371,1,649.77
2,20374,1,1086.04
2,20520,1,952.47
2,20956,1,441.98
2,20958,1,673.61
2,21077,1,795.43
2,21290,2,827.64
2,21913,1,515.22
2,22310,1,844.5
2,22435,1,704.8
2,22934,1,1336.32
2,23028,1,478.79
2,23557,1,1232.47
2,24174,1,699.11
2,24436,1,599.95
2,24445,1,723.26
2,24521,1,770.81
2,25469,1,884.27
2,25539,2,532.58
2,26076,1,668.72
2,26297,2,430.44
2,26324,1,791.95
3,232,1,651.12
3,432,1,679.1
3,534,1,611.11
3,536,2,946.43
3,734,1,552.11
3,1229,1,544.01
3,1583,1,833.47
3,1686,1,941.49
3,1976,2,1028.23
3,2226,1,686.16
3,2284,1,704.78
3,2368,1,302.62
3,2504,1,561.02
3,2557,1,876.17
3,2969,1,636.88
3,3286,1,1351.77
3,3328,1,643.92
3,3450,1,1011.9
3,3854,1,473.45
3,4255,1,975.79
3,4848,1,1090.88
3,4849,1,1213.96
3,5247,1,1036.88
3,5299,2,808.57
3,5693,1,673.56
3,6696,1,730.01
3,6993,2,770.33
3,7270,1,370.56
3,7392,1,550.2
3,7608,1,368.02
3,7867,1,324.86
3,8159,1,297.6
3,8243,1,600.83
3,8940,1,737.72
3,9707,1,575.25
3,10730,1,482.6
3,10943,1,787.13
3,11147,1,395.1
3,11195,1,671.93
3,11468,1,394.87
3,11536,1,920.96
3,11959,1,479.53
3,13087,1,500.39
3,13104,1,456.11
3,13273,1,1332.45
3,13606,1,456.18
3,13690,2,382.12
3,13800,1,800.96
3,14050,3,828.25
3,14181,1,425.17
3,14254,2,583.14
3,14265,1,1138.72
3,14269,1,1193.48
3,14470,1,775.93
3,14559,1,399.93
3,14777,1,374.36
3,15000,2,946.02
3,15178,1,529.2
3,15458,1,855.16
3,15461,1,1022.96
3,15616,1,461.77
3,15810,2,718.84
3,15911,1,430.56
3,16267,1,547.58
3,17481,1,571.43
3,17735,2,648.2
3,17785,1,787.07
3,17881,1,857.83
3,18235,2,1338.12
3,18286,1,340.86
3,18663,1,592.18
3,18978,1,589.97
3,19580,1,779.85
3,19860,1,610.86
3,19959,2,375.12
3,20348,1,695.7
3,21051,1,1139.82
3,21141,1,1007.42
3,21371,1,785.35
3,21467,1,415.58
3,21854,1,984.72
3,21913,1,515.22
3,21963,1,535.39
3,22360,1,818.37
3,22432,1,458.81
3,22644,1,752.79
3,22659,1,578.06
3,22805,1,983.69
3,22816,1,956.93
3,22933,1,1119.71
3,23380,1,885.95
3,23388,1,714.68
3,23419,1,412.8
3,23420,1,656.93
3,23693,1,1176.62
3,23956,2,572.61
3,24029,1,458.68
3,24402,1,583.28
3,24718,1,590.13
3,24727,1,450.78
3,24729,1,783.19
3,24860,2,409.75
3,25221,1,752.85
3,25340,1,320.56
3,25737,1,614.38
3,25742,1,895.45
3,25778,2,875.91
3,26050,4,334.36
3,26433,1,649.23
3,26720,2,733.33
3,26843,1,584.72
3,27710,1,748.59
3,27993,1,560.53
4,893,1,1214.08
4,1153,1,1047.17
4,1583,1,833.47
4,1787,1,490.48
4,2201,1,892.13
4,4084,1,537.05
4,4802,2,772.14
4,5220,1,1167.65
4,5602,1,505.72
4,6287,1,977.73
4,6446,1,668.93
4,9126,1,456.59
4,9192,1,472.65
4,9404,3,419.06
4,9409,1,548.15
4,10127,1,540.87
4,12195,1,1001.11
4,12406,1,900.15
4,14099,1,478.7
4,14325,1,624.62
4,15231,1,608.72
4,15911,1,430.56
4,17174,1,1348.16
4,18668,1,696.56
4,19497,2,658.16
4,20223,1,363.56
4,20829,1,654.01
4,21151,1,840.29
4,21153,1,965.85
4,21640,1,475.53
4,22690,3,552.58
4,23690,1,622.43
4,24428,2,992.04
4,24436,1,599.95
4,24452,1,872.62
4,25180,1,513
4,25374,1,631.79
4,25447,1,431.33
4,25469,1,884.27
4,25594,1,495.21
4,26193,1,991.08
4,26651,1,654.98
5,284,1,815.35
5,285,2,1072.76
5,533,1,986.51
5,1215,1,835.9
5,3182,1,737.76
5,4441,1,578.16
5,5222,2,1187.86
5,5270,1,985.8
5,5299,1,808.57
5,5511,6,411.76
5,6365,1,984.2
5,6366,1,1012.74
5,8521,1,1004.54
5,8655,1,937.64
5,9282,2,371.22
5,9292,2,423.59
5,9448,1,741.87
5,10354,1,398.44
5,10447,2,645.29
5,11219,1,479.45
5,12371,1,1026.17
5,12380,1,789.66
5,12381,1,821.43
5,12662,1,630.32
5,12760,1,950.15
5,13091,1,644.11
5,13488,1,648.1
5,13631,1,569.2
5,14085,1,526.03
5,14165,1,566.49
5,14561,2,599.56
5,15048,1,861.27
5,15084,2,1059.76
5,15344,1,813.72
5,15617,1,745.8
5,16221,1,520.08
5,17667,1,395.61
5,17696,1,735.13
5,18079,2,486.8
5,18250,1,511.98
5,18351,1,596.61
5,18978,1,589.97
5,19592,1,784.06
5,19640,3,686.35
5,19955,1,422.55
5,21289,1,608.65
5,21290,1,827.64
5,21907,1,626.79
5,22830,1,464.74
5,23194,1,585.45
5,23470,1,783.95
5,23809,1,794.16
5,24402,1,583.28
5,24409,2,1417.75
5,24421,1,1034.13
5,24463,1,444.24
5,25181,2,587.21
5,25844,1,472.23
5,26797,1,699.01
6,374,1,896.93
6,893,1,1214.08
6,1069,1,617.52
6,1445,1,518.07
6,1599,3,654.33
6,1658,1,603.25
6,2233,1,753.47
6,2734,1,467.14
6,4777,1,1134.87
6,5006,1,783.36
6,6993,3,770.33
6,10027,1,652.75
6,10895,1,862.13
6,11386,1,554.68
6,11823,1,445.09
6,13091,2,644.11
6,15088,1,764.95
6,15091,2,830.75
6,15227,1,434.41
6,15617,1,745.8
6,16151,3,521.19
6,16267,1,547.58
6,17174,1,1348.16
6,17667,1,395.61
6,17710,1,1181.39
6,18848,1,397.99
6,18978,1,589.97
6,19117,2,853.24
6,21077,1,795.43
6,21200,1,607.41
6,24156,1,1149.56
6,24463,2,444.24
6,24879,1,974.57
6,25611,1,681.5
6,25716,2,1423.91
6,26076,1,668.72
7,6964,1,868.36
7,9464,1,400.66
7,10636,1,580.14
7,12107,1,449.17
7,14325,1,624.62
7,14735,1,425.43
7,16069,1,616
7,18151,1,520.31
7,20526,1,1414.74
7,20670,1,904.54
7,20956,1,441.98
7,20962,1,811.82
7,21787,1,309.45
7,21910,1,441.19
7,23543,1,694.27
7,26601,1,980.03
7,27794,1,541.36
8,1503,1,963.97
8,2201,1,892.13
8,3783,1,796.89
8,3920,1,712.93
8,4813,3,1020.58
8,4874,1,773.88
8,5354,1,1008.01
8,5859,1,610.38
8,6623,1,395.9
8,7337,1,516.28
8,7593,1,621.53
8,8201,1,305.57
8,9223,1,964.14
8,11160,1,745.81
8,11999,1,619.85
8,13091,1,644.11
8,13927,1,1049.61
8,15088,3,764.95
8,15291,1,645.65
8,19695,1,696.58
8,20732,1,594.33
8,22960,1,855
8,23037,1,957.18
8,24445,1,723.26
8,25519,3,397.52
9,280,1,900.83
9,1116,1,738.01
9,1267,1,639.16
9,4402,2,699.4
9,8818,1,878.86
9,9970,3,395
9,10251,1,461.91
9,10258,2,585.91
9,10837,1,869.81
9,11813,1,684.18
9,13708,1,484.64
9,16750,1,613.8
9,17500,1,690.74
9,17684,1,856.13
9,18878,1,425.4
9,19484,1,534.9
9,20036,1,749.44
9,22771,1,1222.52
9,23965,1,530.08
9,24463,1,444.24
9,24860,1,409.75
9,25180,1,513
9,25223,1,841.61
9,25723,1,420.33
9,25844,1,472.23
9,26854,1,522.43
9,28017,1,498.34
10,171,1,867.58
10,5680,1,644.11
10,6623,2,395.9
10,8653,1,882.07
10,10621,1,397.79
10,11456,1,442.52
10,12321,1,772.82
10,13104,2,456.11
10,14559,1,399.93
10,15088,1,764.95
10,15617,1,745.8
10,19117,2,853.24
10,21011,1,652.06
10,21016,1,931.16
10,21019,1,974.11
10,21467,1,415.58
10,22122,1,881.03
10,25494,1,351.77
10,25870,1,367.45
10,26172,1,992.95
10,27294,1,932.68
10,27359,1,413.53
11,250,1,687.42
11,493,1,665.71
11,1669,1,684
11,2846,1,369.55
11,3920,1,712.93
11,4865,1,708.21
11,5980,1,373.05
11,12731,2,943.31
11,13259,1,795.79
11,14005,1,528.12
11,18244,1,781.31
11,18594,1,878.84
11,19006,1,590.9
11,22122,1,881.03
11,22927,1,647.64
11,25574,1,442.59
11,25870,1,367.45
11,25901,1,769.94
11,26956,1,541.55
11,27109,1,458.84
12,1069,1,617.52
12,1127,2,893.75
12,1445,1,518.07
12,1889,1,708
12,3321,1,392.07
12,3326,2,522.92
12,4747,1,638.05
12,5291,1,861.27
12,6117,1,791.1
12,6407,1,857.84
12,6539,1,775.39
12,7204,1,640.57
12,7526,1,339.91
12,8201,1,305.57
12,8502,1,661.61
12,9005,1,559.67
12,9106,1,400.99
12,9559,1,318.04
12,10309,1,485.33
12,10636,1,580.14
12,11002,1,505.56
12,11219,1,479.45
12,11885,1,476.56
12,12321,2,772.82
12,12406,1,900.15
12,12408,1,1062.85
12,12728,1,681.37
12,13091,1,644.11
12,13271,3,469.76
12,14102,1,577.8
12,14211,1,502.41
12,14735,1,425.43
12,14738,1,694.49
12,14777,1,374.36
12,15039,1,1016.76
12,15088,1,764.95
12,15616,2,461.77
12,15744,1,934.74
12,16385,1,480.62
12,16422,1,390.15
12,16936,1,479.69
12,17420,1,1223.18
12,17486,2,635.29
12,18013,1,457.07
12,18079,2,486.8
12,18342,1,313.23
12,18830,1,504.54
12,19725,4,830.7
12,19755,1,1120.42
12,19959,1,375.12
12,20072,1,699.4
12,20078,1,584.51
12,20180,2,581.34
12,20390,1,689.99
12,20734,1,889.9
12,20907,1,818.64
12,20956,2,441.98
12,21041,1,1050.24
12,21792,1,719.73
12,22547,2,337.9
12,22792,1,569.31
12,22830,1,464.74
12,23232,1,549.58
12,23397,1,380.04
12,23642,1,521.46
12,24029,1,458.68
12,24452,1,872.62
12,24486,1,939.89
12,24599,1,866.98
12,24719,1,608.44
12,24727,1,450.78
12,24908,1,869.48
12,24956,1,429.36
12,24987,1,659.59
12,25181,1,587.21
12,25870,2,367.45
12,25871,1,654.22
12,25947,1,832.42
12,26475,1,562.16
12,27067,1,470.28
12,27076,1,561.74
12,27299,1,751.68
12,27301,1,592.8
12,27710,1,748.59
13,76,1,789.16
13,272,1,319.17
13,284,1,815.35
13,285,2,1072.76
13,888,1,975.15
13,1215,1,835.9
13,2053,1,579.38
13,2233,1,753.47
13,3182,1,737.76
13,3183,1,870.1
13,4025,1,657.91
13,4026,1,704.09
13,4747,1,638.05
13,5222,2,1187.86
13,5511,8,411.76
13,5602,1,505.72
13,5706,1,911.05
13,6404,1,624.88
13,6405,1,712.99
13,8497,1,540.07
13,8518,1,676.42
13,8653,1,882.07
13,9458,1,954.22
13,10051,1,522
13,10447,1,645.29
13,12380,2,789.66
13,12406,1,900.15
13,13952,1,520.14
13,14024,1,487.26
13,14611,1,341.44
13,14628,2,472.56
13,14882,1,427.28
13,15088,1,764.95
13,15344,1,813.72
13,16332,1,798.3
13,17410,1,657.85
13,17411,1,854.63
13,17486,1,635.29
13,18522,1,954.78
13,19518,1,913.55
13,19640,1,686.35
13,21050,1,848.38
13,21145,1,769.39
13,21371,1,785.35
13,24327,1,1016.75
13,24356,1,303.02
13,25539,2,532.58
13,25797,1,453.48
13,26297,2,430.44
13,26444,1,727.83
14,147,1,757.46
14,1127,1,893.75
14,4121,1,794.17
14,11203,1,837.01
14,12539,1,463.98
14,17208,1,450.32
14,22547,1,337.9
14,24987,1,659.59
14,25870,1,367.45
14,26601,1,980.03
14,27067,1,470.28
14,27703,1,665.85
15,1813,1,469.17
15,2161,1,427.48
15,2479,2,840.6
15,3307,1,442.34
15,4783,1,680.72
15,7032,1,646.35
15,9146,1,684.81
15,9192,1,472.65
15,9464,1,400.66
15,9731,1,435.06
15,10743,1,502.99
15,11209,1,576.65
15,11456,1,442.52
15,11890,2,553.85
15,13470,1,472.78
15,13484,1,486.66
15,13591,1,305.04
15,13714,1,358.91
15,14099,1,478.7
15,14860,1,419.59
15,16718,1,464.9
15,18190,1,595.52
15,20366,1,551.91
15,20909,1,1097.05
15,23231,1,766.87
15,23460,1,522.82
15,24719,1,608.44
15,25181,1,587.21
15,26951,1,533.02
16,3581,1,831.07
16,6222,1,334.95
16,6446,1,668.93
16,6799,1,622.9
16,9784,1,789.39
16,13150,1,741.14
16,13197,2,376.25
16,17173,2,552.97
16,21619,2,936.86
16,23475,1,566.75
16,23820,1,873.47
16,24357,1,578.17
16,24436,2,599.95
16,25539,2,532.58
17,1229,1,544.01
17,1822,1,725.1
17,2762,1,623.51
17,5066,1,1076.6
17,5912,1,632.05
17,8051,1,555.68
17,14738,1,694.49
17,16122,2,618.65
17,16820,1,311.21
17,17050,1,782.29
17,17481,1,571.43
17,17667,1,395.61
17,18668,1,696.56
17,19117,1,853.24
17,21677,1,775.44
17,22547,1,337.9
17,23310,1,556.44
17,23535,1,818.46
17,24727,1,450.78
17,25870,1,367.45
18,738,1,970.22
18,893,1,1214.08
18,1222,1,658.45
18,1583,1,833.47
18,3938,2,451.83
18,6997,1,1002.83
18,9289,1,471.07
18,9787,1,1127.4
18,9970,1,395
18,12254,2,681.97
18,14562,1,653.65
18,17174,1,1348.16
18,17292,1,617.56
18,18262,1,800.9
18,19409,1,1228.25
18,20493,2,924.95
18,20734,1,889.9
18,23157,1,592.64
19,6555,1,586.29
19,7241,1,671.57
19,7419,1,742.49
19,8806,1,538.23
19,9289,1,471.07
19,9404,1,419.06
19,9833,2,675.82
19,10557,1,653.46
19,12946,1,1046.06
19,14735,2,425.43
19,16221,1,520.08
19,16749,1,739.05
19,17667,1,395.61
19,18375,1,324.68
19,19651,1,834.15
19,20481,1,835.35
19,21088,1,689.36
19,22459,1,424.43
19,23837,1,513.17
19,25370,1,796.37
19,27299,1,751.68
19,27575,1,1041.33
20,1048,1,1271.71
20,3576,1,297.73
20,4511,1,593.48
20,6997,1,1002.83
20,7295,1,429.91
20,9448,1,741.87
20,9560,1,561.1
20,10312,1,314.14
20,11202,1,629.63
20,11456,1,442.52
20,15617,2,745.8
20,17667,1,395.61
20,19167,1,984.55
20,19190,1,565.54
20,19484,1,534.9
20,19530,1,511.2
20,23450,1,488.46
20,24485,1,792.2
21,1215,1,835.9
21,2945,1,668.05
21,5006,1,783.36
21,13690,1,382.12
21,18848,1,397.99
21,19725,2,830.7
21,20907,1,818.64
21,22432,1,458.81
21,23028,1,478.79
21,24021,1,543.08
21,27800,1,722.11
22,580,1,375.68
22,3576,1,297.73
22,4913,1,1108.42
22,5045,1,1178.06
22,5980,2,373.05
22,7110,1,1077.58
22,7392,1,550.2
22,8131,1,983.15
22,9825,1,416.46
22,9867,1,782.43
22,11044,1,365.39
22,11767,1,463.99
22,12295,1,932.73
22,12931,1,954.93
22,14102,1,577.8
22,14211,1,502.41
22,14218,1,514.1
22,14735,1,425.43
22,15659,1,402.03
22,16267,1,547.58
22,16385,1,480.62
22,17486,1,635.29
22,18389,1,436.43
22,19959,1,375.12
22,20359,1,490.49
22,20548,1,618.32
22,20709,1,1187.39
22,24727,2,450.78
22,24956,1,429.36
22,24987,2,659.59
22,26297,2,430.44
22,26569,1,755.42
22,27168,1,732.01
22,27800,1,722.11
23,1183,1,1136.86
23,1374,1,666.19
23,3183,1,870.1
23,4943,1,943.57
23,5576,1,681.94
23,6156,1,368.75
23,8426,1,1149.49
23,8902,1,627.01
23,8905,1,911.32
23,11237,1,867.13
23,12179,1,332.07
23,12818,1,755.63
23,14735,1,425.43
23,16213,1,603.78
23,20732,1,594.33
23,22533,1,613.37
23,23956,1,572.61
23,23998,1,562.11
23,24860,3,409.75
23,24894,1,1073.66
23,25066,1,435.62
23,25901,1,769.94
23,26311,1,398.61
23,26453,1,821.39
23,27710,1,748.59
24,44,4,740.04
24,139,1,1028.97
24,272,1,319.17
24,284,1,815.35
24,434,1,612.46
24,511,1,1153.69
24,714,3,533.34
24,776,1,710.5
24,1223,1,1114.27
24,1360,1,780.05
24,2053,1,579.38
24,2233,1,753.47
24,2274,1,892.35
24,2734,1,467.14
24,2807,1,646.93
24,2920,1,505.05
24,3074,1,775.93
24,3183,1,870.1
24,3198,1,609.41
24,3228,1,1039.93
24,3525,1,629.37
24,3578,1,999.34
24,3609,2,699.62
24,3888,1,464.5
24,4025,3,657.91
24,4026,1,704.09
24,4441,1,578.16
24,4700,1,728.95
24,4747,3,638.05
24,4852,1,1376.89
24,5158,1,963.66
24,5191,1,1109.04
24,5192,4,1242.85
24,5195,1,1348.69
24,5241,1,915.67
24,5348,1,1035.16
24,5482,1,1153.99
24,5680,2,644.11
24,5683,1,816.31
24,5740,1,870.3
24,5895,1,815.47
24,5897,1,743.32
24,5911,2,589.54
24,5912,1,632.05
24,5928,1,1014.67
24,5988,3,548.23
24,6182,9,412.66
24,6360,3,639.51
24,6441,2,566.29
24,6536,1,1028.84
24,6605,1,652.05
24,6618,2,779.9
24,6623,2,395.9
24,6671,3,973.9
24,6809,1,952.02
24,6885,1,966.6
24,6890,1,836.29
24,6993,1,770.33
24,6997,1,1002.83
24,7212,1,1141.8
24,7447,2,591.24
24,7457,1,571.5
24,7526,1,339.91
24,7621,1,766.97
24,7785,1,788.86
24,7888,2,682.47
24,8016,1,938.99
24,8785,1,587.42
24,8806,1,538.23
24,8828,1,695.98
24,8884,1,805.46
24,8892,1,664.15
24,8945,1,841.43
24,9018,1,911.28
24,9126,2,456.59
24,9320,1,469.44
24,9507,1,412.57
24,9573,1,465.52
24,9628,1,872.56
24,9707,2,575.25
24,9844,2,957.66
24,9867,1,782.43
24,10190,1,678.24
24,10262,2,549.17
24,10312,6,314.14
24,10474,1,695.54
24,10621,1,397.79
24,10883,3,416.51
24,10933,1,535
24,10935,2,691.96
24,11159,1,622.26
24,11202,1,629.63
24,11468,1,394.87
24,11585,1,415.82
24,11691,1,340.85
24,11716,1,375.87
24,11826,1,941.58
24,12254,2,681.97
24,12283,1,795.6
24,12293,1,1040.35
24,12333,1,968.78
24,12379,1,706.52
24,12383,3,953.1
24,12414,1,1300.85
24,12444,1,516.42
24,12469,1,1010.66
24,12522,1,1011.5
24,12555,1,1084.27
24,12590,1,754.8
24,12666,1,598.16
24,12700,1,1341.39
24,12973,1,807.7
24,13070,2,775.88
24,13091,4,644.11
24,13116,1,446.18
24,13631,2,569.2
24,14164,1,392.13
24,14168,1,613
24,14246,1,467
24,14338,1,507.04
24,14455,1,664.36
24,14559,3,399.93
24,14777,1,374.36
24,15031,1,447.3
24,15083,1,701.44
24,15088,5,764.95
24,15231,1,608.72
24,15573,1,827.64
24,15617,3,745.8
24,15836,1,366.3
24,16213,1,603.78
24,16267,1,547.58
24,16270,1,759.05
24,16820,1,311.21
24,17334,1,524.85
24,17378,1,1062.89
24,17491,1,814.61
24,17735,4,648.2
24,17761,2,567.45
24,18224,1,448.01
24,18703,5,856.19
24,18848,3,397.99
24,18978,2,589.97
24,19117,22,853.24
24,19409,1,1228.25
24,19484,1,534.9
24,19530,1,511.2
24,19533,1,1106
24,19537,1,883.09
24,19675,7,736.85
24,19723,1,873.32
24,19887,1,452.81
24,20181,1,687.3
24,20408,1,826.24
24,20734,1,889.9
24,20817,1,937.13
24,20836,1,798.03
24,21043,3,724.68
24,21044,1,941.69
24,21051,5,1139.82
24,21200,1,607.41
24,21371,1,785.35
24,21703,1,369.26
24,22201,4,554.84
24,22244,5,600.52
24,22547,3,337.9
24,22555,1,772.42
24,22737,1,513.89
24,22830,3,464.74
24,22838,1,513.19
24,22998,3,682.25
24,23026,1,646.88
24,23079,1,418.09
24,23380,2,885.95
24,23381,1,499.85
24,23637,1,514.04
24,23690,1,622.43
24,23693,1,1176.62
24,23807,1,541.19
24,24124,1,608.02
24,24544,1,393.99
24,24663,1,335.66
24,24838,1,309.94
24,24860,1,409.75
24,25029,2,405.85
